id,species,class,weapon,draw_type,season_dates,unit_group,hunter_choice_number_ke,quota,season_start_date,season_end_date
276,Mule Deer,Antlered,Muzzleloader,Resident,"Nov 21, 2021 - Dec 10, 2021",81,Hunter Choice Number 438,20,2021-11-21,2021-12-10
277,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",121,Hunter Choice Number 439,7,2021-09-10,2021-10-04
278,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",192,Hunter Choice Number 440,10,2021-09-10,2021-10-04
280,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",195,Hunter Choice Number 441,5,2021-09-10,2021-10-04
282,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",231,Hunter Choice Number 442,20,2021-09-10,2021-10-04
285,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",291,Hunter Choice Number 443,5,2021-09-10,2021-10-04
286,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",011 - 013,Hunter Choice Number 444,7,2021-09-10,2021-10-04
289,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021","041, 042",Hunter Choice Number 445,10,2021-09-10,2021-10-04
292,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",043 - 046,Hunter Choice Number 446,20,2021-09-10,2021-10-04
294,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021","061, 062, 064, 066 - 068",Hunter Choice Number 447,70,2021-09-10,2021-10-04
296,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021","071 - 079, 091",Hunter Choice Number 448,85,2021-09-10,2021-10-04
300,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Sep 30, 2021",101 - 109,Hunter Choice Number 449,80,2021-09-10,2021-09-30
302,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",111 - 113,Hunter Choice Number 450,15,2021-09-10,2021-10-04
304,Mule Deer,Antlered,Muzzleloader,Resident,"Nov 10, 2021 - Nov 30, 2021","114, 115",Hunter Choice Number 451,20,2021-11-10,2021-11-30
305,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",131 - 134,Hunter Choice Number 452,35,2021-09-10,2021-10-04
306,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",141 - 145,Hunter Choice Number 453,20,2021-09-10,2021-10-04
309,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",151 - 156,Hunter Choice Number 454,9,2021-09-10,2021-10-04
312,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",161 - 164,Hunter Choice Number 455,25,2021-09-10,2021-10-04
314,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",171 - 173,Hunter Choice Number 456,70,2021-09-10,2021-10-04
315,Mule Deer,Antlered,Muzzleloader,Resident,"Nov 10, 2021 - Nov 30, 2021",181 - 184,Hunter Choice Number 457,20,2021-11-10,2021-11-30
318,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021","194, 196",Hunter Choice Number 458,5,2021-09-10,2021-10-04
320,Mule Deer,Antlered,Muzzleloader,Resident,"Dec 01, 2021 - Dec 15, 2021","201, 204",Hunter Choice Number 459,5,2021-12-01,2021-12-15
321,Mule Deer,Antlered,Muzzleloader,Resident,"Dec 01, 2021 - Dec 15, 2021","202, 205 - 208",Hunter Choice Number 460,10,2021-12-01,2021-12-15
323,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 10, 2021",211 - 213,Hunter Choice Number 461,8,2021-09-10,2021-10-10
324,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",221 - 223,Hunter Choice Number 462,15,2021-09-10,2021-10-04
325,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",241 - 245,Hunter Choice Number 463,7,2021-09-10,2021-10-04
327,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",251 - 254,Hunter Choice Number 464,5,2021-09-10,2021-10-04
329,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021",261 - 268,Hunter Choice Number 465,20,2021-09-10,2021-10-04
330,Mule Deer,Antlered,Muzzleloader,Resident,"Sep 10, 2021 - Oct 04, 2021","271, 272",Hunter Choice Number 466,10,2021-09-10,2021-10-04
8375987,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 17, 2021 - Oct 30, 2021",171 - 173,Hunter Choice Number 1346,15,2021-10-17,2021-10-30
89,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021",14,Hunter Choice Number 468,2,2021-10-05,2021-11-05
90,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Dec 11, 2021 - Jan 01, 2022",15,Hunter Choice Number 469,3,2021-12-11,2022-01-01
91,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Dec 21, 2021 - Jan 01, 2022",21,Hunter Choice Number 470,3,2021-12-21,2022-01-01
92,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021",22,Hunter Choice Number 471,4,2021-10-05,2021-11-05
94,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021",31,Hunter Choice Number 472,7,2021-10-05,2021-11-05
95,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021",32,Hunter Choice Number 473,8,2021-10-05,2021-11-05
98,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021",33,Hunter Choice Number 475,2,2021-10-05,2021-11-05
99,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021",34,Hunter Choice Number 476,2,2021-10-05,2021-11-05
100,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021",35,Hunter Choice Number 477,5,2021-10-05,2021-11-05
101,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021",51,Hunter Choice Number 478,15,2021-10-05,2021-11-05
103,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021",65,Hunter Choice Number 479,5,2021-10-05,2021-11-05
106,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Dec 11, 2021 - Jan 01, 2022",81,Hunter Choice Number 480,4,2021-12-11,2022-01-01
107,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Dec 01, 2021 - Dec 15, 2021",115,Hunter Choice Number 481,2,2021-12-01,2021-12-15
111,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 21, 2021 - Nov 05, 2021",121,Hunter Choice Number 482,2,2021-10-21,2021-11-05
112,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 20, 2021",121,Hunter Choice Number 483,2,2021-10-05,2021-10-20
114,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Nov 05, 2021 - Nov 30, 2021",192,Hunter Choice Number 484,4,2021-11-05,2021-11-30
116,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 02, 2021",195,Hunter Choice Number 485,2,2021-10-05,2021-11-02
117,Mule Deer,Antlered,Shotgun or Bow Only,Non-Resident,"Nov 05, 2021 - Nov 30, 2021",203,Hunter Choice Number 486,2,2021-11-05,2021-11-30
118,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 31, 2021",231,Hunter Choice Number 487,6,2021-10-05,2021-10-31
119,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Nov 05, 2021 - Nov 30, 2021",291,Hunter Choice Number 488,4,2021-11-05,2021-11-30
125,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021",011 - 013,Hunter Choice Number 490,5,2021-10-05,2021-11-05
130,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021","041, 042",Hunter Choice Number 491,3,2021-10-05,2021-11-05
132,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 21, 2021 - Nov 05, 2021",043 - 046,Hunter Choice Number 492,3,2021-10-21,2021-11-05
134,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 20, 2021",043 - 046,Hunter Choice Number 493,6,2021-10-05,2021-10-20
151,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 21, 2021 - Nov 05, 2021","061, 062, 064, 066 - 068",Hunter Choice Number 494,5,2021-10-21,2021-11-05
166,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 20, 2021","061, 062, 064, 066 - 068",Hunter Choice Number 495,50,2021-10-05,2021-10-20
168,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 21, 2021 - Nov 05, 2021","071 - 079, 091",Hunter Choice Number 496,15,2021-10-21,2021-11-05
169,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 20, 2021","071 - 079, 091",Hunter Choice Number 497,60,2021-10-05,2021-10-20
231,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 17, 2021 - Oct 30, 2021",101 - 109,Hunter Choice Number 498,65,2021-10-17,2021-10-30
232,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 31, 2021 - Nov 08, 2021",101 - 109,Hunter Choice Number 499,10,2021-10-31,2021-11-08
233,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 01, 2021 - Oct 16, 2021",101 - 109,Hunter Choice Number 500,65,2021-10-01,2021-10-16
234,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 21, 2021 - Nov 05, 2021",111 - 113,Hunter Choice Number 501,2,2021-10-21,2021-11-05
235,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 20, 2021",111 - 113,Hunter Choice Number 502,20,2021-10-05,2021-10-20
236,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 21, 2021 - Nov 05, 2021","114, 115",Hunter Choice Number 503,2,2021-10-21,2021-11-05
237,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 20, 2021","114, 115",Hunter Choice Number 504,6,2021-10-05,2021-10-20
238,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 21, 2021 - Nov 05, 2021",131 - 134,Hunter Choice Number 505,2,2021-10-21,2021-11-05
239,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 20, 2021",131 - 134,Hunter Choice Number 506,20,2021-10-05,2021-10-20
240,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 21, 2021 - Nov 05, 2021",141 - 145,Hunter Choice Number 507,2,2021-10-21,2021-11-05
241,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 20, 2021",141 - 145,Hunter Choice Number 508,15,2021-10-05,2021-10-20
242,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 21, 2021 - Nov 05, 2021",151 - 156,Hunter Choice Number 509,2,2021-10-21,2021-11-05
243,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 20, 2021",151 - 156,Hunter Choice Number 510,15,2021-10-05,2021-10-20
244,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 21, 2021 - Nov 05, 2021",161 - 164,Hunter Choice Number 511,2,2021-10-21,2021-11-05
245,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 20, 2021",161 - 164,Hunter Choice Number 512,15,2021-10-05,2021-10-20
246,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 31, 2021 - Nov 08, 2021",171 - 173,Hunter Choice Number 513,2,2021-10-31,2021-11-08
247,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 16, 2021",171 - 173,Hunter Choice Number 514,30,2021-10-05,2021-10-16
248,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 05, 2021",181 - 184,Hunter Choice Number 515,15,2021-10-05,2021-11-05
249,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Nov 05, 2021 - Nov 30, 2021","194, 196",Hunter Choice Number 516,3,2021-11-05,2021-11-30
250,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Nov 05, 2021 - Nov 30, 2021","201, 204",Hunter Choice Number 517,2,2021-11-05,2021-11-30
251,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Nov 05, 2021 - Nov 30, 2021","202, 205 - 208",Hunter Choice Number 518,2,2021-11-05,2021-11-30
252,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Nov 05, 2021 - Nov 30, 2021",211 - 213,Hunter Choice Number 519,5,2021-11-05,2021-11-30
253,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 17, 2021 - Oct 30, 2021",221 - 223,Hunter Choice Number 520,8,2021-10-17,2021-10-30
254,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 31, 2021 - Nov 08, 2021",221 - 223,Hunter Choice Number 521,2,2021-10-31,2021-11-08
255,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 16, 2021",221 - 223,Hunter Choice Number 522,15,2021-10-05,2021-10-16
258,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Oct 31, 2021",241 - 245,Hunter Choice Number 523,6,2021-10-05,2021-10-31
279,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Oct 05, 2021 - Nov 02, 2021",251 - 254,Hunter Choice Number 524,2,2021-10-05,2021-11-02
281,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Nov 05, 2021 - Nov 30, 2021",261 - 268,Hunter Choice Number 525,5,2021-11-05,2021-11-30
284,Mule Deer,Antlered,Any Legal Weapon,Non-Resident,"Nov 05, 2021 - Nov 30, 2021","271, 272",Hunter Choice Number 526,2,2021-11-05,2021-11-30
287,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",14,Hunter Choice Number 527,2,2021-08-10,2021-09-09
290,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",15,Hunter Choice Number 528,2,2021-08-10,2021-09-09
293,Mule Deer,Antlered,Archery,Non-Resident,"Dec 01, 2021 - Dec 10, 2021",21,Hunter Choice Number 529,2,2021-12-01,2021-12-10
295,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",22,Hunter Choice Number 530,2,2021-08-10,2021-09-09
298,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",31,Hunter Choice Number 531,2,2021-08-10,2021-09-09
301,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",32,Hunter Choice Number 532,6,2021-08-10,2021-09-09
307,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",33,Hunter Choice Number 533,2,2021-08-10,2021-09-09
310,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",34,Hunter Choice Number 534,2,2021-08-10,2021-09-09
313,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",35,Hunter Choice Number 535,7,2021-08-10,2021-09-09
316,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",51,Hunter Choice Number 536,6,2021-08-10,2021-09-09
319,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",65,Hunter Choice Number 537,2,2021-08-10,2021-09-09
322,Mule Deer,Antlered,Archery,Non-Resident,"Nov 10, 2021 - Nov 20, 2021",81,Hunter Choice Number 538,2,2021-11-10,2021-11-20
326,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",121,Hunter Choice Number 539,2,2021-08-10,2021-09-09
328,Mule Deer,Antlered,Archery,Non-Resident,"Nov 10, 2021 - Nov 20, 2021",121,Hunter Choice Number 540,2,2021-11-10,2021-11-20
331,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",192,Hunter Choice Number 541,2,2021-08-10,2021-09-09
332,Mule Deer,Antlered,Archery,Non-Resident,"Dec 01, 2021 - Jan 01, 2022",192,Hunter Choice Number 542,2,2021-12-01,2022-01-01
338,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",195,Hunter Choice Number 543,2,2021-08-10,2021-09-09
341,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",203,Hunter Choice Number 544,2,2021-08-10,2021-09-09
346,Mule Deer,Antlered,Archery,Non-Resident,"Dec 16, 2021 - Jan 01, 2022",203,Hunter Choice Number 545,2,2021-12-16,2022-01-01
348,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",231,Hunter Choice Number 546,4,2021-08-10,2021-09-09
351,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",291,Hunter Choice Number 547,2,2021-08-10,2021-09-09
353,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",011 - 013,Hunter Choice Number 548,2,2021-08-10,2021-09-09
357,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021","041, 042",Hunter Choice Number 549,2,2021-08-10,2021-09-09
361,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",043 - 046,Hunter Choice Number 550,6,2021-08-10,2021-09-09
364,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021","061, 062, 064, 066 - 068",Hunter Choice Number 551,30,2021-08-10,2021-09-09
366,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021","071 - 079, 091",Hunter Choice Number 552,30,2021-08-10,2021-09-09
377,Mule Deer,Antlered,Archery,Non-Resident,"Nov 10, 2021 - Nov 20, 2021","071 - 079, 091",Hunter Choice Number 553,3,2021-11-10,2021-11-20
385,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",101 - 109,Hunter Choice Number 554,50,2021-08-10,2021-09-09
390,Mule Deer,Antlered,Archery,Non-Resident,"Nov 10, 2021 - Nov 20, 2021",101 - 109,Hunter Choice Number 555,2,2021-11-10,2021-11-20
417,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",111 - 113,Hunter Choice Number 556,3,2021-08-10,2021-09-09
421,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021","114, 115",Hunter Choice Number 557,7,2021-08-10,2021-09-09
426,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",131 - 134,Hunter Choice Number 558,6,2021-08-10,2021-09-09
428,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",141 - 145,Hunter Choice Number 559,25,2021-08-10,2021-09-09
425,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",151 - 156,Hunter Choice Number 560,6,2021-08-10,2021-09-09
460,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",161 - 164,Hunter Choice Number 561,15,2021-08-10,2021-09-09
462,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",171 - 173,Hunter Choice Number 562,20,2021-08-10,2021-09-09
463,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",181 - 184,Hunter Choice Number 563,6,2021-08-10,2021-09-09
465,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021","194, 196",Hunter Choice Number 564,2,2021-08-10,2021-09-09
518,Mule Deer,Antlered,Archery,Non-Resident,"Dec 01, 2021 - Jan 01, 2022","194, 196",Hunter Choice Number 565,2,2021-12-01,2022-01-01
436,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021","201 - 202, 204 - 208",Hunter Choice Number 566,2,2021-08-10,2021-09-09
434,Mule Deer,Antlered,Archery,Non-Resident,"Dec 16, 2021 - Jan 01, 2022","201, 204",Hunter Choice Number 567,2,2021-12-16,2022-01-01
431,Mule Deer,Antlered,Archery,Non-Resident,"Dec 16, 2021 - Jan 01, 2022","202, 205 - 208",Hunter Choice Number 568,2,2021-12-16,2022-01-01
429,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",211 - 213,Hunter Choice Number 569,2,2021-08-10,2021-09-09
427,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",221 - 223,Hunter Choice Number 570,6,2021-08-10,2021-09-09
423,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",241 - 245,Hunter Choice Number 571,2,2021-08-10,2021-09-09
422,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",251 - 254,Hunter Choice Number 572,2,2021-08-10,2021-09-09
419,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021",261 - 268,Hunter Choice Number 573,2,2021-08-10,2021-09-09
418,Mule Deer,Antlered,Archery,Non-Resident,"Aug 10, 2021 - Sep 09, 2021","271, 272",Hunter Choice Number 574,2,2021-08-10,2021-09-09
415,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",14,Hunter Choice Number 575,2,2021-09-10,2021-10-04
413,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",15,Hunter Choice Number 576,2,2021-09-10,2021-10-04
412,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Dec 11, 2021 - Dec 20, 2021",21,Hunter Choice Number 577,2,2021-12-11,2021-12-20
409,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",22,Hunter Choice Number 578,2,2021-09-10,2021-10-04
405,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",31,Hunter Choice Number 579,2,2021-09-10,2021-10-04
404,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",32,Hunter Choice Number 580,2,2021-09-10,2021-10-04
401,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",33,Hunter Choice Number 581,2,2021-09-10,2021-10-04
399,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",34,Hunter Choice Number 582,2,2021-09-10,2021-10-04
397,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",35,Hunter Choice Number 583,2,2021-09-10,2021-10-04
396,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",51,Hunter Choice Number 584,2,2021-09-10,2021-10-04
395,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",65,Hunter Choice Number 585,2,2021-09-10,2021-10-04
392,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Nov 21, 2021 - Dec 10, 2021",81,Hunter Choice Number 586,2,2021-11-21,2021-12-10
391,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",121,Hunter Choice Number 587,2,2021-09-10,2021-10-04
389,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",192,Hunter Choice Number 588,2,2021-09-10,2021-10-04
387,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",195,Hunter Choice Number 589,2,2021-09-10,2021-10-04
384,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",231,Hunter Choice Number 590,2,2021-09-10,2021-10-04
382,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",291,Hunter Choice Number 591,2,2021-09-10,2021-10-04
378,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",011 - 013,Hunter Choice Number 592,2,2021-09-10,2021-10-04
376,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021","041, 042",Hunter Choice Number 593,2,2021-09-10,2021-10-04
373,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",043 - 046,Hunter Choice Number 594,2,2021-09-10,2021-10-04
371,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021","061, 062, 064, 066 - 068",Hunter Choice Number 595,8,2021-09-10,2021-10-04
370,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021","071 - 079, 091",Hunter Choice Number 596,7,2021-09-10,2021-10-04
369,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Sep 30, 2021",101 - 109,Hunter Choice Number 597,9,2021-09-10,2021-09-30
367,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",111 - 113,Hunter Choice Number 598,2,2021-09-10,2021-10-04
365,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Nov 10, 2021 - Nov 30, 2021","114, 115",Hunter Choice Number 599,2,2021-11-10,2021-11-30
362,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",131 - 134,Hunter Choice Number 600,4,2021-09-10,2021-10-04
360,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",141 - 145,Hunter Choice Number 601,2,2021-09-10,2021-10-04
359,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",151 - 156,Hunter Choice Number 602,4,2021-09-10,2021-10-04
356,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",161 - 164,Hunter Choice Number 603,3,2021-09-10,2021-10-04
354,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021",171 - 173,Hunter Choice Number 604,7,2021-09-10,2021-10-04
352,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Nov 10, 2021 - Nov 30, 2021",181 - 184,Hunter Choice Number 605,2,2021-11-10,2021-11-30
350,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Sep 10, 2021 - Oct 04, 2021","194, 196",Hunter Choice Number 606,2,2021-09-10,2021-10-04
347,Mule Deer,Antlered,Muzzleloader,Non-Resident,"Dec 01, 2021 - Dec 15, 2021","201, 204",Hunter Choice Number 607,2,2021-12-01,2021-12-15
