id,species,class,weapon,draw_type,season_dates,unit_group,hunter_choice_number_ke,quota,season_start_date,season_end_date
711,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","072, 074 - 075",Hunter Choice Number 731,5,2021-08-22,2021-09-07
715,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","076, 077, 079, 081, 091",Hunter Choice Number 732,3,2021-08-22,2021-09-07
717,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","078, 105 - 107, 121",Hunter Choice Number 733,2,2021-08-22,2021-09-07
718,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","101 - 104, 108 - 109, Portion of 144 in White Pine Co.",Hunter Choice Number 734,8,2021-08-22,2021-09-07
719,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",111 - 114,Hunter Choice Number 735,3,2021-08-22,2021-09-07
720,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","115, 231, 242",Hunter Choice Number 736,5,2021-08-22,2021-09-07
721,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","131, 145, 163 - 164",Hunter Choice Number 737,2,2021-08-22,2021-09-07
722,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","132 - 134, 245",Hunter Choice Number 738,3,2021-08-22,2021-09-07
723,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","141, 143, 151 - 156",Hunter Choice Number 739,20,2021-08-22,2021-09-07
724,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",161 - 162,Hunter Choice Number 740,5,2021-08-22,2021-09-07
725,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",171 - 173,Hunter Choice Number 741,5,2021-08-22,2021-09-07
726,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",181 - 184,Hunter Choice Number 742,5,2021-08-22,2021-09-07
727,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Oct 15, 2021 - Oct 30, 2021","202, 204",Hunter Choice Number 743,1,2021-10-15,2021-10-30
728,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021",205 - 208,Hunter Choice Number 744,2,2021-08-22,2021-09-07
729,Antelope,Horns Longer Than Ears,Any Legal Weapon,Non-Resident,"Aug 22, 2021 - Sep 07, 2021","221 - 223, 241",Hunter Choice Number 745,5,2021-08-22,2021-09-07
730,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",11,Hunter Choice Number 746,1,2021-08-01,2021-08-21
731,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",15,Hunter Choice Number 747,3,2021-08-01,2021-08-21
732,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",31,Hunter Choice Number 748,2,2021-08-01,2021-08-21
734,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",33,Hunter Choice Number 749,1,2021-08-01,2021-08-21
735,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",35,Hunter Choice Number 750,1,2021-08-01,2021-08-21
736,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",51,Hunter Choice Number 751,4,2021-08-01,2021-08-21
737,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",012 - 014,Hunter Choice Number 752,3,2021-08-01,2021-08-21
738,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021","021, 022",Hunter Choice Number 753,1,2021-08-01,2021-08-21
739,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021","032, 034",Hunter Choice Number 754,3,2021-08-01,2021-08-21
740,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021","041, 042",Hunter Choice Number 755,1,2021-08-01,2021-08-21
741,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021","061, 062, 064, 071, 073",Hunter Choice Number 756,4,2021-08-01,2021-08-21
742,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021","065, 142, Portion of 144 in Eureka Co.",Hunter Choice Number 757,1,2021-08-01,2021-08-21
743,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021","067, 068",Hunter Choice Number 758,4,2021-08-01,2021-08-21
744,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021","072, 074 - 075",Hunter Choice Number 759,3,2021-08-01,2021-08-21
745,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021","078, 105 - 107, 121",Hunter Choice Number 760,1,2021-08-01,2021-08-21
746,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021","101 - 104, 108 - 109, Portion of 144 in White Pine Co.",Hunter Choice Number 761,2,2021-08-01,2021-08-21
747,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",111 - 114,Hunter Choice Number 762,1,2021-08-01,2021-08-21
748,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 14, 2021","115, 231, 242",Hunter Choice Number 764,1,2021-08-01,2021-08-14
750,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 14, 2021","131, 145, 163 - 164",Hunter Choice Number 765,1,2021-08-01,2021-08-14
751,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021","141, 143, 151 - 156",Hunter Choice Number 766,7,2021-08-01,2021-08-21
752,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",161 - 162,Hunter Choice Number 767,1,2021-08-01,2021-08-21
753,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",171 - 173,Hunter Choice Number 768,1,2021-08-01,2021-08-21
755,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",181 - 184,Hunter Choice Number 769,1,2021-08-01,2021-08-21
756,Antelope,Horns Longer Than Ears,Archery,Non-Resident,"Aug 01, 2021 - Aug 21, 2021",205 - 208,Hunter Choice Number 770,1,2021-08-01,2021-08-21
8375976,Nelson (Desert) Bighorn Sheep,Any Ram,Archery,Resident,"Oct 20, 2021 - Nov 14, 2021",162 - 163,Hunter Choice Number 1335,1,2021-10-20,2021-11-14
8375977,Nelson (Desert) Bighorn Sheep,Any Ram,Archery,Resident,"Oct 20, 2021 - Nov 14, 2021","044, 182",Hunter Choice Number 1336,2,2021-10-20,2021-11-14
8375978,Nelson (Desert) Bighorn Sheep,Any Ram,Archery,Resident,"Oct 20, 2021 - Nov 14, 2021","202, 204",Hunter Choice Number 1337,1,2021-10-20,2021-11-14
8375979,Nelson (Desert) Bighorn Sheep,Any Ram,Archery,Resident,"Oct 20, 2021 - Nov 14, 2021",211,Hunter Choice Number 1338,1,2021-10-20,2021-11-14
8375980,Nelson (Desert) Bighorn Sheep,Any Ram,Archery,Resident,"Oct 20, 2021 - Nov 14, 2021",212,Hunter Choice Number 1339,2,2021-10-20,2021-11-14
8375981,Nelson (Desert) Bighorn Sheep,Any Ram,Archery,Resident,"Oct 20, 2021 - Nov 14, 2021",213,Hunter Choice Number 1340,2,2021-10-20,2021-11-14
8375985,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 15, 2021 - Oct 15, 2021",132 South,Hunter Choice Number 1343,2,2021-09-15,2021-10-15
521,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",132 North,Hunter Choice Number 771,2,2021-11-20,2022-01-01
541,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022","134, 251",Hunter Choice Number 772,5,2021-11-20,2022-01-01
544,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",161,Hunter Choice Number 773,7,2021-11-20,2022-01-01
547,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 15, 2021 - Oct 15, 2021",161,Hunter Choice Number 774,8,2021-09-15,2021-10-15
550,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",Southeast portion of 173 (see CR 21-03),Hunter Choice Number 775,2,2021-11-20,2022-01-01
554,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 15, 2021 - Jan 01, 2022",Northwest portion of 173 (see CR 21-03),Hunter Choice Number 776,4,2021-09-15,2022-01-01
555,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",181,Hunter Choice Number 777,18,2021-11-20,2022-01-01
557,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",183,Hunter Choice Number 778,6,2021-11-20,2022-01-01
560,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Oct 15, 2021 - Nov 15, 2021",184,Hunter Choice Number 779,6,2021-10-15,2021-11-15
561,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",202,Hunter Choice Number 780,4,2021-11-20,2022-01-01
564,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Oct 15, 2021 - Nov 15, 2021",204,Hunter Choice Number 781,2,2021-10-15,2021-11-15
565,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",205,Hunter Choice Number 782,8,2021-11-20,2022-01-01
568,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Oct 15, 2021 - Nov 15, 2021",207,Hunter Choice Number 783,3,2021-10-15,2021-11-15
570,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",211,Hunter Choice Number 784,10,2021-11-20,2022-01-01
572,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Dec 09, 2021 - Jan 01, 2022",212,Hunter Choice Number 785,7,2021-12-09,2022-01-01
574,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 15, 2021 - Dec 08, 2021",212,Hunter Choice Number 786,7,2021-11-15,2021-12-08
577,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Dec 09, 2021 - Jan 01, 2022",213,Hunter Choice Number 787,6,2021-12-09,2022-01-01
580,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 15, 2021 - Dec 08, 2021",213,Hunter Choice Number 788,7,2021-11-15,2021-12-08
640,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",241,Hunter Choice Number 789,5,2021-11-20,2022-01-01
625,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",243,Hunter Choice Number 790,5,2021-11-20,2022-01-01
631,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",244,Hunter Choice Number 791,3,2021-11-20,2022-01-01
689,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Dec 12, 2021",252,Hunter Choice Number 792,3,2021-11-20,2021-12-12
645,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",253,Hunter Choice Number 793,6,2021-11-20,2022-01-01
647,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",254,Hunter Choice Number 794,5,2021-11-20,2022-01-01
648,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",261,Hunter Choice Number 795,5,2021-11-20,2022-01-01
650,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",262,Hunter Choice Number 796,5,2021-11-20,2022-01-01
662,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",263,Hunter Choice Number 797,6,2021-11-20,2022-01-01
665,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",267,Hunter Choice Number 799,9,2021-11-20,2022-01-01
666,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",268,Hunter Choice Number 800,37,2021-11-20,2022-01-01
667,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",272,Hunter Choice Number 801,1,2021-11-20,2022-01-01
680,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Dec 18, 2021 - Jan 02, 2022",280,Hunter Choice Number 802,5,2021-12-18,2022-01-02
679,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Dec 18, 2021 - Jan 02, 2022",281,Hunter Choice Number 803,8,2021-12-18,2022-01-02
681,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Dec 18, 2021 - Jan 02, 2022",282,Hunter Choice Number 804,5,2021-12-18,2022-01-02
655,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",286,Hunter Choice Number 805,5,2021-11-20,2022-01-01
656,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022","044, 182",Hunter Choice Number 806,15,2021-11-20,2022-01-01
658,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 15, 2021 - Oct 15, 2021","045, 153",Hunter Choice Number 808,2,2021-09-15,2021-10-15
659,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022","131, 164",Hunter Choice Number 809,1,2021-11-20,2022-01-01
660,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022","133, 245",Hunter Choice Number 810,4,2021-11-20,2022-01-01
661,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",162 - 163,Hunter Choice Number 811,7,2021-11-20,2022-01-01
663,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022","206, 208",Hunter Choice Number 812,4,2021-11-20,2022-01-01
683,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022","221, 223",Hunter Choice Number 813,3,2021-11-20,2022-01-01
687,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022","242, 271",Hunter Choice Number 814,8,2021-11-20,2022-01-01
690,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022","264, 265, 266",Hunter Choice Number 815,2,2021-11-20,2022-01-01
694,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 20, 2021 - Jan 01, 2022",283 - 284,Hunter Choice Number 816,4,2021-11-20,2022-01-01
8375975,Nelson (Desert) Bighorn Sheep,Any Ewe,Any Legal Weapon,Resident,"Oct 20, 2021 - Nov 15, 2021",161,Hunter Choice Number 1334,30,2021-10-20,2021-11-15
697,Nelson (Desert) Bighorn Sheep,Any Ewe,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 19, 2021",213,Hunter Choice Number 818,15,2021-10-01,2021-10-19
700,Nelson (Desert) Bighorn Sheep,Any Ewe,Any Legal Weapon,Resident,"Oct 16, 2021 - Nov 15, 2021",268,Hunter Choice Number 820,76,2021-10-16,2021-11-15
8374824,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Sep 15, 2021 - Oct 15, 2021",161,Hunter Choice Number 1203,1,2021-09-15,2021-10-15
8374826,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",162 - 163,Hunter Choice Number 1205,1,2021-11-20,2022-01-01
8375913,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",244,Hunter Choice Number 1269,1,2021-11-20,2022-01-01
8375914,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",253,Hunter Choice Number 1270,1,2021-11-20,2022-01-01
701,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",161,Hunter Choice Number 821,1,2021-11-20,2022-01-01
704,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",181,Hunter Choice Number 823,2,2021-11-20,2022-01-01
705,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",183,Hunter Choice Number 824,1,2021-11-20,2022-01-01
582,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Oct 15, 2021 - Nov 15, 2021",184,Hunter Choice Number 825,1,2021-10-15,2021-11-15
584,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",205,Hunter Choice Number 826,1,2021-11-20,2022-01-01
585,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Oct 15, 2021 - Nov 15, 2021",207,Hunter Choice Number 827,1,2021-10-15,2021-11-15
587,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",211,Hunter Choice Number 828,2,2021-11-20,2022-01-01
589,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Dec 09, 2021 - Jan 01, 2022",212,Hunter Choice Number 829,1,2021-12-09,2022-01-01
591,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 15, 2021 - Dec 08, 2021",212,Hunter Choice Number 830,1,2021-11-15,2021-12-08
593,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Dec 09, 2021 - Jan 01, 2022",213,Hunter Choice Number 831,2,2021-12-09,2022-01-01
596,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 15, 2021 - Dec 08, 2021",213,Hunter Choice Number 832,2,2021-11-15,2021-12-08
599,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",263,Hunter Choice Number 835,1,2021-11-20,2022-01-01
602,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",267,Hunter Choice Number 836,1,2021-11-20,2022-01-01
604,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",268,Hunter Choice Number 837,5,2021-11-20,2022-01-01
607,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022","044, 182",Hunter Choice Number 838,2,2021-11-20,2022-01-01
611,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022","242, 271",Hunter Choice Number 839,1,2021-11-20,2022-01-01
613,Nelson (Desert) Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Nov 20, 2021 - Jan 01, 2022",283 - 284,Hunter Choice Number 840,1,2021-11-20,2022-01-01
8375982,Nelson (Desert) Bighorn Sheep,Any Ewe,Any Legal Weapon,Non-Resident,"Oct 20, 2021 - Nov 15, 2021",161,Hunter Choice Number 1342,3,2021-10-20,2021-11-15
618,Nelson (Desert) Bighorn Sheep,Any Ewe,Any Legal Weapon,Non-Resident,"Oct 01, 2021 - Oct 19, 2021",213,Hunter Choice Number 842,1,2021-10-01,2021-10-19
620,Nelson (Desert) Bighorn Sheep,Any Ewe,Any Legal Weapon,Non-Resident,"Oct 16, 2021 - Nov 15, 2021",268,Hunter Choice Number 844,9,2021-10-16,2021-11-15
8375915,Elk,Depredation Antlered,Any Legal Weapon,Resident,"Aug 01, 2021 - Aug 15, 2021",115,Hunter Choice Number 1271,5,2021-08-01,2021-08-15
8375916,Elk,Depredation Antlered,Any Legal Weapon,Resident,"Aug 16, 2021 - Aug 31, 2021",115,Hunter Choice Number 1272,5,2021-08-16,2021-08-31
8375917,Elk,Depredation Antlered,Any Legal Weapon,Resident,"Sep 01, 2021 - Sep 30, 2021",115,Hunter Choice Number 1273,5,2021-09-01,2021-09-30
8375918,Elk,Depredation Antlered,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 31, 2021",115,Hunter Choice Number 1274,5,2021-10-01,2021-10-31
8375919,Elk,Depredation Antlered,Any Legal Weapon,Resident,"Nov 01, 2021 - Nov 30, 2021",115,Hunter Choice Number 1275,5,2021-11-01,2021-11-30
567,Elk,Depredation Antlered,Any Legal Weapon,Resident,"Aug 01, 2021 - Jan 01, 2022",251,Hunter Choice Number 845,5,2021-08-01,2022-01-01
569,Elk,Depredation Antlered,Any Legal Weapon,Resident,"Aug 01, 2021 - Sep 30, 2021",101 - 103,Hunter Choice Number 846,50,2021-08-01,2021-09-30
571,Elk,Depredation Antlered,Any Legal Weapon,Resident,"Oct 01, 2021 - Jan 01, 2022",101 - 103,Hunter Choice Number 847,50,2021-10-01,2022-01-01
573,Elk,Depredation Antlered,Any Legal Weapon,Resident,"Nov 01, 2021 - Jan 01, 2022","144, 145",Hunter Choice Number 848,5,2021-11-01,2022-01-01
576,Elk,Depredation Antlered,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 31, 2021","144, 145",Hunter Choice Number 849,5,2021-10-01,2021-10-31
578,Elk,Depredation Antlered,Any Legal Weapon,Resident,"Sep 01, 2021 - Sep 30, 2021","144, 145",Hunter Choice Number 850,5,2021-09-01,2021-09-30
8375920,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Aug 01, 2021 - Aug 15, 2021",115,Hunter Choice Number 1276,10,2021-08-01,2021-08-15
8375921,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Aug 16, 2021 - Aug 31, 2021",115,Hunter Choice Number 1277,10,2021-08-16,2021-08-31
8375922,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Sep 01, 2021 - Sep 30, 2021",115,Hunter Choice Number 1278,10,2021-09-01,2021-09-30
8375923,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 31, 2021",115,Hunter Choice Number 1279,10,2021-10-01,2021-10-31
8375924,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Nov 01, 2021 - Nov 30, 2021",115,Hunter Choice Number 1280,10,2021-11-01,2021-11-30
590,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Aug 01, 2021 - Aug 24, 2021",East portion of 081 (see CR 21-03),Hunter Choice Number 851,10,2021-08-01,2021-08-24
592,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",East portion of 081 (see CR 21-03),Hunter Choice Number 852,15,2021-12-05,2022-01-01
594,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 20, 2021",East portion of 081 (see CR 21-03),Hunter Choice Number 853,15,2021-10-01,2021-10-20
601,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Sep 17, 2021 - Sep 30, 2021",East portion of 081 (see CR 21-03),Hunter Choice Number 854,16,2021-09-17,2021-09-30
603,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Aug 01, 2021 - Aug 31, 2021",East portion of 121 (see CR 21-03),Hunter Choice Number 855,25,2021-08-01,2021-08-31
605,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Oct 01, 2021 - Jan 01, 2022",East portion of 121 (see CR 21-03),Hunter Choice Number 856,15,2021-10-01,2022-01-01
614,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Sep 01, 2021 - Sep 30, 2021",East portion of 121 (see CR 21-03),Hunter Choice Number 857,10,2021-09-01,2021-09-30
623,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Aug 01, 2021 - Jan 01, 2022",251,Hunter Choice Number 858,10,2021-08-01,2022-01-01
626,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Aug 01, 2021 - Jan 01, 2022",101 - 103,Hunter Choice Number 859,150,2021-08-01,2022-01-01
630,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Aug 01, 2021 - Aug 31, 2021","144, 145",Hunter Choice Number 860,5,2021-08-01,2021-08-31
635,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Sep 01, 2021 - Sep 30, 2021","144, 145",Hunter Choice Number 862,5,2021-09-01,2021-09-30
637,Elk,Depredation Antlerless,Any Legal Weapon,Resident,"Oct 01, 2021 - Jan 01, 2022","144, 145",Hunter Choice Number 863,5,2021-10-01,2022-01-01
8375925,Elk,Antlered,Archery,Resident,"Aug 21, 2021 - Sep 10, 2021",91,Hunter Choice Number 1281,4,2021-08-21,2021-09-10
8375926,Elk,Antlered,Muzzleloader,Resident,"Sep 01, 2021 - Sep 16, 2021",51,Hunter Choice Number 1282,2,2021-09-01,2021-09-16
297,Elk,Antlered,Any Legal Weapon,Resident,"Sep 17, 2021 - Sep 30, 2021",51,Hunter Choice Number 865,6,2021-09-17,2021-09-30
308,Elk,Antlered,Any Legal Weapon,Resident,"Nov 06, 2021 - Nov 20, 2021",75,Hunter Choice Number 867,9,2021-11-06,2021-11-20
337,Elk,Antlered,Any Legal Weapon,Resident,"Oct 22, 2021 - Nov 05, 2021",75,Hunter Choice Number 868,9,2021-10-22,2021-11-05
342,Elk,Antlered,Any Legal Weapon,Resident,"Sep 11, 2021 - Oct 02, 2021",91,Hunter Choice Number 869,12,2021-09-11,2021-10-02
